en,en_context,puj,latn_norm,han
fuss,make a fuss about a small matter,lo-lo so-so,lo1-lo1 so1-so1,咯咯梭梭
fuss,fussy,kín-kip,kin2-kip4,緊急
fuss,fussy,kip-kṳ̃,kip4-kur6,急據
fuss,fussy,huang-mâng,huang1-mang5,風忙
fuss,fussy,huang-huang huh-huh,huang1-huang1 huh4-huh4,風風欻欻
future,,chiang-lâi,chiang1-lai5,將來
future,,ãu-lâi,au6-lai5,將來
future,,ẽ-ji̍t,e6-jit8,下日
future,,ãu-ji̍t,au6-jit8,後日
future,,ji̍t-ãu,jit8-au6,將來
future,in future,tshông-kim íⁿ-ãu,chhong5-kim1 inn2-au6,從今以後
future,the future state,lâi-seⁿ,lai5-senn1,將來
future,the future state,lâi-sì,lai5-si3,將來
future,see into the future,būe-lâi soiⁿ-tsai,bue7-lai5 soinn1-chai1,未來先知
gabble,,chiauh-chiauh-kiè,chiauh4-chiauh4-kie3,雀雀叫
gabble,,kā-kā-kiè,ka7-ka7-kie3,咳咳叫
gable,of house,pui,pui1,卑
gable,of house,pui-thâu,pui1-thau5,卑頭
gable,of house,tshù-pui,chhu3-pui1,厝卑
gadfly,,gû-pi,gu5-pi1,牛碑
gag,,lêng-hâm,leng5-ham5,龍含
gage,,tǹg,tng3,當
gain,,lĩ,li6,利
gain,,iah,iah4,益
gain,seek,thû-lĩ,thu5-li6,圖利
gain,seek,khiû-lĩ,khiu5-li6,求利
gain,seek,tshūe-lĩ,chhue7-li6,覓利
gain,get,tit-lĩ,tit4-li6,得利
gain,get,thàn,than3,趁
gain,a victory,thâi-iâⁿ,thai5-iann5,刣贏
gainsay,,poh-khùi,poh4-khui3,駁氣
gainsay,,sie-à,sie1-a3,相詏
gait,,kiâⁿ-pān,kiann5-pan7,行辦
gait,slow,kiâⁿ-pān ûn-ûn,kiann5-pan7 un5-un5,行辦勻勻
gait,slow,kiâⁿ-pān mān,kiann5-pan7 man7,行辦慢
gait,slow,kiâⁿ-pān ûn-ûn tshāi-tshāi,kiann5-pan7 un5-un5 chhai7-chhai7,行步穩穩在在
gait,quick,kiâⁿ-pān méⁿ-méⁿ hiông-hiông,kiann5-pan7 menn2-menn2 hiong5-hiong5,行步猛猛雄雄
gait,quick,chhih-chhih-tshóiⁿ,chhih4-chhih4-chhoinn2,彳彳筅
gait,very feeble,kiâⁿ-pān ûe-ûe jê-jê,kiann5-pan7 ue5-ue5 je5-je5,行步微微爺爺
gale,,tōa-huang,tua7-huang1,大風
gale,,khuâng-huang,khuang5-huang1,大風
gale,hurricane,huang-thai,huang1-thai1,風颱
gale,blowing a,thàu-tōa-huang,thau3-tua7-huang1,透大風
gale,blowing a,khuâng-huang tãi-tsak,khuang5-huang1 tai6-chak4,狂風大作
gall,,táⁿ,tann2,膽
gall,of bear,hîm-táⁿ,him5-tann2,熊膽
gall,nuts,ngõu-pũe-chí,ngou6-pue6-chi2,五倍指
gallery,,lâu-thâi,lau5-thai5,樓台
gallipot,,kài-au,kai3-au1,蓋甌
gallipot,,khàm-au,kham3-au1,勘甌
gallipot,,ie̍h-au,ieh8-au1,藥甌
gallipot,,kài-puah,kai3-puah4,蓋缽
gallipot,(large),ie̍h-puah,ieh8-puah4,藥鉢
gallop,,pháu-bé,phau2-be2,跑馬
gallows,,ká-kê,ka2-ke5,絞枷
gallows,,tiàu-ãm-kê,tiau3-am6-ke5,吊頸枷
gambling,,pua̍h,puah8,跋
gambling,,pua̍h-chîⁿ,puah8-chinn5,跋錢
gambling,,pua̍h-kiáu,puah8-kiau2,跋錢
gambling,,tóu-chîⁿ,tou2-chinn5,跋錢
gambling,,tú-chîⁿ,tu2-chinn5,跋錢
gambling,,su-iâⁿ,su1-iann5,跋錢
gambling,(euphemism),sńg-chhiè,sng2-chhie3,跋錢
gambling,with cards,pua̍h-tsúa-pâi,puah8-chua2-pai5,跋紙牌
gambling,lose by,pua̍h-su,puah8-su1,跋錢
gambling,win by,pua̍h-iâⁿ,puah8-iann5,跋錢
gambling,one who makes a business of,lãu-pua̍h-kiáu,lau6-puah8-kiau2,老跋繳
gambling,public table for,pua̍h-chîⁿ-tiêⁿ,puah8-chinn5-tienn5,跋錢場
gambling,public table for,pua̍h-chîⁿ-kuán,puah8-chinn5-kuan2,跋錢館
gambling,public table for,tóu-tiêⁿ,tou2-tienn5,跋錢
gambling,public table for,tóu-kuán,tou2-kuan2,跋錢
gambling,to keep such a place,khui-tiêⁿ,khui1-tienn5,跋錢
gambling,to keep such a place,siet-tóu,siet4-tou2,跋錢
gambling,to keep such a place,khui-tóu-tiêⁿ,khui1-tou2-tienn5,開賭場
game,play (of chess),teh che̍k-puâⁿ-kî,teh4 chek8-puann5-ki5,壓一盤棋
game,I won four games of chess from him,uá teh-iâⁿ--i sì-pûa-kî,ua2 teh4-iann5--i1 si3-pua5-ki5,我壓贏伊四盤棋
game,gamecock,chhie-koi,chhie1-koi1,猜個
game,gamecock,chhie-koi-ang,chhie1-koi1-ang1,猜個紅
gander,,gô-hêng,go5-heng5,鵝行
gang,pan; khûn,táng,tang2,黨
gang,pan; khûn,tūi,tui7,隊
gangrene,,sí-ne̍k,si2-nek8,死肉
gangrene,,àu-ne̍k,au3-nek8,懊肉
gaol,,kam,kam1,監
gaol,put in,kìm-kam,kim3-kam1,禁監
gaol,to be in,siu-kam,siu1-kam1,收監
gaol,to be in,siu-kam tsõ-lô,siu1-kam1 cho6-lo5,收監坐牢
gaol,gaoler,kìm-chí,kim3-chi2,禁子
gaol,gaoler,kím-tsut,kim2-chut4,錦卒
gap,,khiah,khiah4,隙
gap,,khang-khiah,khang1-khiah4,空隙
gap,,làn-phāng,lan3-phang7,爛空洞
gap,to stop a,póu-khiah,pou2-khiah4,補隙
gape,the mouth,tshùi thí-khuah-khuah,chhui3 thi2-khuah4-khuah4,喙體闊闊
gape,the mouth,tièⁿ-khuah-khuah,tienn3-khuah4-khuah4,帳闊闊
gape,yawn,huah-hì,huah4-hi3,呵呬
gape,yawn,huah-hì kàu tshùi khuah-khuah,huah4-hi3 kau3 chhui3 khuah4-khuah4,喝戲到碎闊闊
gape,in wonder,thóiⁿ-kàu ma̍k khui-khui tshùi khui-khui,thoinn2-kau3 mak8 khui1-khui1 chhui3 khui1-khui1,睇到目開開碎開開
gape,in wonder,thóiⁿ-kàu ma̍k khuah tshùi khuah,thoinn2-kau3 mak8 khuah4 chhui3 khuah4,睇到目闊碎闊
garble,a statement,súan-chiaⁿ to̍h-pûi tàⁿ,suan2-chiann1 toh8-pui5 tann3,選正擇肥呾
garden,,hn̂g,hng5,園
garden,,pou-hn̂g,pou1-hng5,埔園
garden,flower,hue-hn̂g,hue1-hng5,花園
garden,vegetable,tshài-hn̂g,chhai3-hng5,菜園
garden,fruit,kúeⁿ-chí-hn̂g,kuenn2-chi2-hng5,果子園
garden,gardener,tsho-hn̂g-nâng,chho1-hng5-nang5,初園人
garden,gardener,chèng-hn̂g-nâng,cheng3-hng5-nang5,種園人
garden,gardener,hn̂g-teng,hng5-teng1,園丁
gargle,,lō-tshùi,lo7-chhui3,了碎
gargle,,lō-âu,lo7-au5,了喉
gargle,,sok-kháu,sok4-khau2,縮口
garlic,,sǹg,sng3,蒜
garlic,(fresh),chheⁿ-sǹg,chhenn1-sng3,青蒜
garlic,(ripe roots),sǹg-thâu,sng3-thau5,蒜頭
garments,,i-ho̍k,i1-hok8,衣服
garments,,kûn-saⁿ,kun5-sann1,裙衫
garments,,saⁿ-khòu,sann1-khou3,衫褲
garments,,ho̍k-sek,hok8-sek4,服色
garnish,,hún-sek,hun2-sek4,粉色
garnish,,siu-sek,siu1-sek4,修色
garnish,,tsuang-pàn,chuang1-pan3,裝扮
garnish,,tsuang-tshái,chuang1-chhai2,裝彩
garnish,,pái-tshái,pai2-chhai2,擺彩
garnish,,tsuang-sek,chuang1-sek4,裝色
garrison,,siú-siâⁿ-piaⁿ,siu2-siann5-piann1,守城兵
garrison,,siú-piaⁿ,siu2-piann1,守兵
garrulous,,tsōi-tshùi,choi7-chhui3,㩼喙
garrulous,,tsōi-ūe,choi7-ue7,㩼話
garrulous,,hàuⁿ-tàⁿ-ūe,haunn3-tann3-ue7,好呾話
garter,,bue̍h-tòa,bueh8-tua3,襪帶
garter,,hû-sek,hu5-sek4,扶色
gash,to,phoh kâi-sieⁿ-kháu,phoh4 kai5-sienn1-khau2,劈个傷口
gash,to,le̍h,leh8,裂
gasp,,kip-khùi,kip4-khui3,急氣
gasp,,tshuán,chhuan2,喘
gasp,,tshuán-khì,chhuan2-khi3,喘氣
gasp,,tshuán-kip,chhuan2-kip4,喘急
gate,,mn̂g,mng5,門
gate,,tōa-mn̂g,tua7-mng5,大門
gate,sity-gate,siâⁿ-mn̂g,siann5-mng5,城門
gate,street-gate,tsa̍h-mn̂g,chah8-mng5,大門
gate,street-gate,koi-tsa̍h,koi1-chah8,大門
gather,,siu,siu1,收
gather,,siu-si̍p,siu1-sip8,收拾
gather,,siu-bûa,siu1-bua5,收磨
gather,,siu-si̍p-bûa,siu1-sip8-bua5,收拾磨
gather,,siu-khí,siu1-khi2,收起
gather,as people,tsũ-chi̍p,chu6-chip8,聚集
gather,as people,chi̍p-hũe,chip8-hue6,集會
gather,as people,hũe-chi̍p,hue6-chip8,會集
gather,as people,tsũ-hũe,chu6-hue6,聚會
gather,as people,hũe-ha̍h,hue6-hah8,會合
gather,as people,hũe-bûa,hue6-bua5,會磨
gather,as people,ha̍h-bûa,hah8-bua5,合摩
gather,flowers,tiah-hue,tiah4-hue1,摘花
gaudy,,kuang-tshái,kuang1-chhai2,光彩
gaudy,,phâi-chhiâng,phai5-chhiang5,排場
gaudy,,chheng-tshái,chheng1-chhai2,清彩
gaudy,,iām-lĩ,iam7-li6,豔利
gauze,,se,se1,紗
gay,,iâu-i̍t,iau5-it8,搖逸
gay,,kuang-tshái,kuang1-chhai2,光彩
gay,,phâi-chhiâng,phai5-chhiang5,排場
gay,,hûa-múiⁿ,hua5-muinn2,華美
gay,,ngiá,ngia2,雅
gaze,,ma̍k kim-kim thóiⁿ,mak8 kim1-kim1 thoinn2,目金金睇
gaze,,thóiⁿ kàu ma̍k bõi-nihⁿ,thoinn2 kau3 mak8 boi6-nihnn1,睇到目袂眨
gazette,Peking,kiaⁿ-pò,kiann1-po3,驚報
gear,"of boat, &c",ke-húe,ke1-hue2,傢伙
gelatinous,,ũ-ka-liâm,u6-ka1-liam5,有膠黏
gelatinous,,ũ-tan-tah,u6-tan1-tah4,有丹貼
gem,,ge̍k,gek8,玉
gem,,pó-ge̍k,po2-gek8,保玉
gem,,pó-chie̍h,po2-chieh8,保石
gem,,pó-pùe,po2-pue3,寶貝
genealogy,,tso̍k-phóu,chok8-phou2,族譜
genealogy,ranks of,pùe-sũ,pue3-su6,輩序
general (comprehensive),,thóng,thong2,捅
general (comprehensive),,thong,thong1,通
general (comprehensive),,tsóng,chong2,總
general (comprehensive),,kong,kong1,蚣
general (comprehensive),term,tsóng-miâⁿ,chong2-miann5,總名
general (comprehensive),term,lóng-thóng-tàⁿ,long2-thong2-tann3,攏統噸
general (comprehensive),don't use general terms but be precise,màiⁿ-lóng-thóng,mainn3-long2-thong2,勿攏統
general (comprehensive),don't use general terms but be precise,chí-tiāⁿ,chi2-tiann7,指定
general (comprehensive),don't use general terms but be precise,màiⁿ-hùam-sueh,mainn3-huam3-sueh4,勿泛說
general (comprehensive),use,thong-ēng,thong1-eng7,通用
general (comprehensive),peace,thài-phêng,thai3-pheng5,太平
general (comprehensive),generally speaking,tãi-khài,tai6-khai3,大慨
general (comprehensive),generally speaking,thóng-thóng,thong2-thong2,統統
general (comprehensive),generally speaking,tãi-sì,tai6-si3,大勢
general (comprehensive),generally speaking,tãi-lia̍k,tai6-liak8,大略
general,in the army,tsóng-piaⁿ,chong2-piann1,總兵
general,in the army,tsóng-piaⁿ-kuaⁿ,chong2-piann1-kuann1,總兵官
general,in the army,tsóng-zông,chong2-jong5,總茸
general,generalissimo,ngûan-sùe,nguan5-sue3,元帥
general,generalissimo,tsú-sùe,chu2-sue3,主帥
generate,,seⁿ,senn1,生
generation,,tō,to7,代
generation,,sì-tō,si3-to7,四代
generation,"from one, to another",le̍h-tō,leh8-to7,曆代
generation,future,ãu-tō,au6-to7,後代
generous,,sim-heng khuah-khuah,sim1-heng1 khuah4-khuah4,心胸 闊闊
generous,,khuang-khài,khuang1-khai3,慷慨
generous,,ũ-tóu-liãng,u6-tou2-liang6,有肚量
generous,,tóu-liãng hó,tou2-liang6 ho2,肚量好
generous,,tóu-liãng khuan-khuan,tou2-liang6 khuan1-khuan1,肚量寬寬
generous,,khuan-iông tãi-liãng,khuan1-iong5 tai6-liang6,寬容 大量
genial,(of men or weather),un-hûa,un1-hua5,溫和
genial,(of men),un-jiû,un1-jiu5,溫柔
genial,(of the weather),un-lúan,un1-luan2,溫暖
genial,(warm),chhiẽⁿ-sie,chhienn6-sie1,請燒
genii,,sien,sien1,秈
genii,,sîn-sien,sin5-sien1,辰仙
genii,the eight,poih-sien,poih4-sien1,八仙
genii,their habitation,sien-kéng,sien1-keng2,仙境
genius,a,tshâi-tsṳ́,chhai5-chur2,才子
genius,a,ũ-tshâi-chhêng kâi-nâng,u6-chhai5-chheng5 kai5-nang5,有才情 个人
genteel,,bûn-ngiá,bun5-ngia2,文雅
genteel,(accomplished),sṳ-bûn,sur1-bun5,斯文
gentle,,un-bûa,un1-bua5,溫磨
gentle,,hûa-sũn,hua5-sun6,和順
gentle,,un-jiû,un1-jiu5,溫柔
gentle,,liâng-siẽn,liang5-sien6,良善
gentleman,,lãu-nâng-ke,lau6-nang5-ke1,老人家
gentleman,,lãu-iâ,lau6-ia5,老爺
gentleman,(father of graduate),thài-kong,thai3-kong1,太公
gentleman,"(mandarin, but also wider use)",lãu-tia,lau6-tia1,老爹
gentleman,young  (son of mandarin),siàu-iâ,siau3-ia5,少爺
gentleman,this old gentleman,chí-ūi lãu-nâng-ke,chi2-ui7 lau6-nang5-ke1,止位 老人家
gently,,khin-khin,khin1-khin1,輕輕
gently,,ûn-ûn,un5-un5,紜紜
gently,,mān-mān,man7-man7,慢慢
gently,,khuaⁿ-khuaⁿ,khuann1-khuann1,寬寬
gentry,,hieⁿ-sin,hienn1-sin1,鄉紳
gentry,,sin-khim,sin1-khim1,紳襟
gentry,,sin-sṳ̃,sin1-sur6,紳士
genuflection,,kũi,kui6,跪
genuflection,,kũiⁿ,kuinn6,跪
genuflection,,kiâⁿ-tōa-lói,kiann5-tua7-loi2,行大禮
genuflection,,hẽ-tōa-lói,he6-tua7-loi2,下大禮
genuine,,chin-si̍t,chin1-sit8,真實
genuine,,chin,chin1,真
genuine,not,ké,ke2,假
genuine,not,m̄-chiàⁿ,m7-chiann3,毋正
genus,,lūi,lui7,類
geography,,tī-lí,ti7-li2,地理
geography,book on,tī-lí-chì,ti7-li2-chi3,地理志
geography,book on,tī-lí-tsṳ,ti7-li2-chur1,地理書
geomancy,,tĩ-lí,ti6-li2,地里
geomancy,,thóiⁿ-suaⁿ,thoinn2-suann1,看山
geomancy,,tsáu-tī-lí,chau2-ti7-li2,走地里
geomancy,,kiâⁿ-tī-lí,kiann5-ti7-li2,行地里
geomancy,,thóiⁿ-huang-tsúi,thoinn2-huang1-chui2,看風水
geomancy,geomancer,thóiⁿ-suaⁿ sin-seⁿ,thoinn2-suann1 sin1-senn1,看山 紳生
geomancy,geomancer,huang-tsúi sin-seⁿ,huang1-chui2 sin1-senn1,風水先生
geometry,,niêⁿ-tī-huap,nienn5-ti7-huap4,年地法
Germany,,Tãi-Tek-kok,tai6-tek4-kok4,大德國
Germany,,tsa̍p-káng-kok,chap8-kang2-kok4,十江國
germ,,gê,ge5,蜈
germ,germinate,huat-gê,huat4-ge5,發芽
germ,germinate,mêng-gê,meng5-ge5,萌芽
germ,germinate,pauh-gê,pauh4-ge5,癤牙
gestures,to use,chhiú pí,chhiu2 pi2,手比
get,,tit,tit4,得
get,,tit--tie̍h,tit4--tieh8,得着
get,up,tsáu-khí,chau2-khi2,早起
get,could not get it done,tsò-m̄-sêng,cho3-m7-seng5,做毋成
get,could not get it done,tsò-m̄-chiâⁿ,cho3-m7-chiann5,做毋成
get,rich,huat-tshâi,huat4-chhai5,得着
get,rich,tì-pù,ti3-pu3,得着
get,ready,ṳ̃-pĩ,ur6-pi6,預備
get,ready,tsôi-pĩ,choi5-pi6,得着
get,ready,pĩ-phōiⁿ,pi6-phoinn7,得着
get,ready,pĩ-pīn,pi6-pin7,被並
get,into office,tit-ūi,tit4-ui7,得着
get,into office,tit-jĩm,tit4-jim6,得着
get,advancement,kau-seng,kau1-seng1,高升
get,advancement,seng-kuaⁿ,seng1-kuann1,得着
get,advancement,seng-khip,seng1-khip4,得着
get,advancement,tit-ì,tit4-i3,得意
get,advancement,zû-ì,ju5-i3,得着
get,advancement,tit-sim kùe-ì,tit4-sim1 kue3-i3,得心過意
get,out of the way,kiâⁿ-khui,kiann5-khui1,得着
get,out of the way,tsáu-khui,chau2-khui1,得着
get,out of the way,kiâⁿ-bûa,kiann5-bua5,得着
get,out of the way,khiã-khui,khia6-khui1,得着
get,angry,seⁿ-khì,senn1-khi3,得着
get,angry,huat-náuⁿ,huat4-naunn2,發惱
get,hold of,lia̍h--tie̍h,liah8--tieh8,得着
get,aground (ship),khùa-sua,khua3-sua1,得着
get,aground (ship),hũam-suaⁿ,huam6-suann1,得着
get,into trouble,lap-tie̍h-sin,lap4-tieh8-sin1,套着身
get,a cold,sieⁿ-huang,sienn1-huang1,傷風
get,where ever did you get this,lṳ́ tsò-ũ chí-kâi-mue̍h,lur2 cho3-u6 chi2-kai5-mueh8,汝做有这个物
ghost,,kúi,kui2,鬼
ghost,,siàⁿ-nâng,siann3-nang5,聖人
ghost,,siàⁿ-hùe-mue̍h,siann3-hue3-mueh8,聖貨物
ghost,Holy,Siàⁿ-Sîn,siann3-sin5,聖神
giant,,tōa-hān,tua7-han7,大漢
giant,,kûiⁿ-nâng,kuinn5-nang5,懸人
giant,,kau-chhiâng tã-hān,kau1-chhiang5 ta6-han7,高長大漢
giant,,kûiⁿ-tōa,kuinn5-tua7,懸大
giddy,,hîn,hin5,眩
giddy,,thâu-khak-hîn,thau5-khak4-hin5,頭殼眩
giddy,,hîn kàu-kông,hin5 kau3-kong5,眩到戇
giddy,,kông-kông,kong5-kong5,戇戇
giddy,,hîn kàu chiang-pua̍h,hin5 kau3 chiang1-puah8,眩到將跋
giddy,in character,hàuⁿ-thit-thô,haunn3-thit4-tho5,好佚佗
gift,,lói-mue̍h,loi2-mueh8,禮物
gift,,sàng-lói,sang3-loi2,送禮
gift,,sie-sàng,sie1-sang3,相送
gift,gracious,ṳn-sṳ̀,urn1-sur3,恩賜
giggle,,khih-khih-chhiè,khih4-khih4-chhie3,潔潔笑
gild,,tah-kim,tah4-kim1,搭金
gild,,liū-kim,liu7-kim1,鍍金
gild,,tōu-kim,tou7-kim1,鍍金
gild,,sieⁿ-kim,sienn1-kim1,鍍金
gild,,tsṳ́-kim,chur2-kim1,鍍金
gills,of fish,hṳ̂-chhi,hur5-chhi1,魚腮
gilt,paper,ngṳ̂n-tiãⁿ,ngurn5-tiann6,銀錠
gilt,paper,kim-tiãⁿ,kim1-tiann6,金錠
gilt,paper,uâng-pó,uang5-po2,王寶
gimlet,,tsǹg-kiáⁿ,chng3-kiann2,鑽囝
gin,snare,se-khou,se1-khou1,紗箍
gin,snare,phùaⁿ-soh,phuann3-soh4,判索
gin,snare,chiáu-mãng,chiau2-mang6,鳥網
gin,snare,tieⁿ-chiáu-sùaⁿ,tienn1-chiau2-suann3,張鳥散
gin,to set a,tieⁿ-keng siet-nãuⁿ,tienn1-keng1 siet4-naunn6,電經 設腦
ginger,,kieⁿ,kienn1,薑
ginger,hard dry root (medicine),kieⁿ-bó,kienn1-bo2,薑母
ginger,"young, tender and fresh",chíⁿ-kieⁿ,chinn2-kienn1,稚薑
ginger,sweetmeat,thn̂g-kieⁿ,thng5-kienn1,糖薑
ginger,sweetmeat,bi̍t-chìm-kieⁿ,bit8-chim3-kienn1,蜜浸薑
ginseng,,jîn-siam,jin5-siam1,人參
ginseng,foreign,iêⁿ-siam,ienn5-siam1,羊參
ginseng,to buy,táu-siam,tau2-siam1,倒參
gird,,hâ,ha5,縖
gird,,pa̍k,pak8,縛
gird,,hâ-tòa,ha5-tua3,哈帶
gird,up,kiáu-phû soih-tōa,kiau2-phu5 soih4-tua7,攪浮削大
girdle,,ie-tòa,ie1-tua3,衣帶
girdle,,ki-tòa,ki1-tua3,基帶
girdle,,ki-ie,ki1-ie1,機腰
girl,,tsṳ-niêⁿ-kiáⁿ,chur1-nienn5-kiann2,諸娘囝
girl,,a-niêⁿ-kiáⁿ,a1-nienn5-kiann2,阿娘囝
girl,,tsáu-kiáⁿ,chau2-kiann2,走囝
girl,boys and girls,tsṳ́-nńg,chur2-nng2,諸娘囝
girl,servant-girl,tsáu-kúi,chau2-kui2,走鬼
girl,servant-girl,chhiah-kha,chhiah4-kha1,赤骹
girl,servant-girl,hia-thâu,hia1-thau5,諸娘囝
girth,,bé-tõu-tòa,be2-tou6-tua3,馬肚帶
girth,what is the girth of this tree,chí-tsâng-chhiū chiu-ûi jie̍h-tōa,chi2-chang5-chhiu7 chiu1-ui5 jieh8-tua7,指叢樹周圍若大
give,,pun,pun1,分
give,,sṳ̀,sur3,賜
give,,khṳt,khurt4,乞
give,,sàng,sang3,送
give,,ṳ́,ur2,予
give,assent,tsún,chun2,準
give,in marriage,kè,ke3,嫁
give,in marriage,kè--pun-nâng,ke3--pun1-nang5,價分人
give,into one's care,hù-thoh,hu3-thoh4,付托
give,way to one,jiãng,jiang6,讓
give,way to one,jiãng-ūi,jiang6-ui7,讓位
give,in,tho,tho1,胎
give,over to,kau,kau1,交
give,over to,kau-hôiⁿ,kau1-hoinn5,交還
give,up evil,khì-siâ kói-ak,khi3-sia5 koi2-ak4,氣斜改惡
give,one's life,siá-miāⁿ,sia2-miann7,捨命
give,one's life,khì-sin,khi3-sin1,棄身
give,one's life,siá-miāⁿ khì-sin,sia2-miann7 khi3-sin1,捨命棄身
give,notice,pò-tsai,po3-chai1,報知
give,evidence,keng,keng1,經
give,evidence,kháu-keng,khau2-keng1,口供
give,alms,si-chì,si1-chi3,施至
give,alms,chì-phîn,chi3-phin5,濟貧
give,alms,chín-chì,chin2-chi3,拯至
give,alms,kiù-chì,kiu3-chi3,救至
give,alms,si-siá,si1-sia2,施捨
give,trouble,kiáu-jiáu,kiau2-jiau2,攪擾
give,trouble,lâu,lau5,流
give,trouble,huân-lâu,huan5-lau5,還流
give,trouble,bûa-lūi,bua5-lui7,磨累
give,given to,hàuⁿ,haunn3,好
gizzard,,kṳ̃n,kurn6,近
glad,,huaⁿ-hí,huann1-hi2,歡喜
glad,,hí-la̍k,hi2-lak8,歡喜
glad,very,huaⁿ-huaⁿ hí-hí,huann1-huann1 hi2-hi2,歡歡喜喜
glad,to make,sái--nâng huaⁿ-hí,sai2--nang5 huann1-hi2,使人歡喜
glad,to make,khṳt--nâng huaⁿ-hí,khurt4--nang5 huann1-hi2,乞人歡喜
glance,,iáⁿ-ma̍k,iann2-mak8,影目
glance,to see at a,che̍k-iáⁿ chiũ-tsai,chek8-iann2 chiu6-chai1,一影就知
glance,to see at a,che̍k-thóiⁿ chiũ-tsai,chek8-thoinn2 chiu6-chai1,一睇就知
glance,to see at a,che̍k-ma̍k liáu-jiên,chek8-mak8 liau2-jien5,一目了然
glance,metaph.,che̍k-siẽⁿ chiũ-tsai,chek8-sienn6 chiu6-chai1,一想就知
glare,of the sun,ji̍t-tsam chhiēⁿ-tie̍h-ma̍k,jit8-cham1 chhienn7-tieh8-mak8,日針匠着目
glare,of the sun,ji̍t-tsam tsam-tie̍h-ma̍k,jit8-cham1 cham1-tieh8-mak8,日針針着目
glare,from water,ji̍t-tsam tõ-tsúi-tói húan-chie--khí-lâi,jit8-cham1 to6-chui2-toi2 huan2-chie1--khi2-lai5,日針在水底反蕉起來
glare,from water,iap-iap-sih,iap4-iap4-sih4,壓壓薛
glare,glare with the eyes,ma̍k-chiu lìn-lìn-khah,mak8-chiu1 lin3-lin3-khah4,目珠輾輾較
glare,glare with the eyes,ma̍k-chiu khah-khah-lìn,mak8-chiu1 khah4-khah4-lin3,目珠較較輾
glare,too glaring,khah-tshut-sek,khah4-chhut4-sek4,較出色
glass,,po-lî,po1-li5,玻璃
glass,(not quite the same),liû-lî,liu5-li5,琉璃
glass,to male,ié-po-lî,ie2-po1-li5,調玻璃
glass,to male,pûn-po-lî,pun5-po1-li5,歕玻璃
glass,bottle,po-lî-tsun,po1-li5-chun1,玻璃樽
glass,for drinking,po-lî-pue,po1-li5-pue1,玻璃杯
glass,for drinking,po-lî-cheng,po1-li5-cheng1,玻璃鐘
glaucoma,,ou-jîn pièn-chheⁿ,ou1-jin5 pien3-chhenn1,烏仁變青
glaucoma,,chheⁿ-kuang hak-ngán,chhenn1-kuang1 hak4-ngan2,青光瞎眼
glaze,,thn̄g,thng7,搪
glaze,to glaze,lâm-thn̄g,lam5-thng7,藍搪
gleam,,kng che̍k-ē-chiè,kng1 chek8-e7-chie3,光一下照
gleam,,kng iap-che̍k-kiè,kng1 iap4-chek8-kie3,光壓一叫
glean,,khieh-chhek-sūi,khieh4-chhek4-sui7,挈測穗
glean,,to̍h-chhek-sūi,toh8-chhek4-sui7,擇測穗
glide,silently,nihⁿ-kha nihⁿ-kha chiũ-kiâⁿ,nihnn1-kha1 nihnn1-kha1 chiu6-kiann5,眨骹眨骹就行
glimmer,,nihⁿ-sih-kng nihⁿ-sih-kng,nihnn1-sih4-kng1 nihnn1-sih4-kng1,眨爍光眨爍光
glimmer,,ki-teng nihⁿ-sih nihⁿ-sih,ki1-teng1 nihnn1-sih4 nihnn1-sih4,基燈眨爍眨爍
glistering,,õi-kng,oi6-kng1,會光
glistering,,kng-chiè,kng1-chie3,光照
glistering,,iaⁿ-chiè,iann1-chie3,影照
glistering,,kng iaⁿ-iaⁿ,kng1 iann1-iann1,光影影
glistering,,kng iàⁿ-iàⁿ,kng1 iann3-iann3,光映映
glistering,,tāng-tāng-kng,tang7-tang7-kng1,堂堂光
glistering,,ia̍p-ia̍p-sih,iap8-iap8-sih4,灼灼熠
globe,,kiû,kiu5,球
globe,terrestrial,tī-kiû,ti7-kiu5,地球
globe,celestial,thien-kiû,thien1-kiu5,天球
globe,globular,îⁿ,inn5,圓
globe,globular,îⁿ-thói,inn5-thoi2,圓體
globe,globular,îⁿ-chieh,inn5-chieh4,圓接
globe,globular,îⁿ-hêng,inn5-heng5,圓形
globe,globular,lòng-lòng-îⁿ,long3-long3-inn5,弄弄圓
globe,globular,îⁿ-lìn-lìn,inn5-lin3-lin3,圓輾輾
gloomy,weather,thiⁿ ou-àm,thinn1 ou1-am3,天 烏暗
gloomy,weather,thiⁿ mông-lông,thinn1 mong5-long5,天 蒙朧
glory,,iông-kuang,iong5-kuang1,容光
glory,,iông-hûa,iong5-hua5,容和
glory,gloryfy,kui-iông-kuang,kui1-iong5-kuang1,歸容光
gloss,over a fault,chia-buah,chia1-buah4,遮抹
gloss,over a fault,iám-sek,iam2-sek4,掩飾
gloss,commentary,tsù-kói,chu3-koi2,註解
gloss,glossy,kng-kng,kng1-kng1,光光
gloves,,"chhiú-thàu, put on, lap-chhiú-thàu","chhiu2-thau3, put4 on1, lap4-chhiu2-thau3",手套
gloves,,kùa-chhiú-thàu,kua3-chhiu2-thau3,掛手套
glow,,jie̍t,jiet8,爇
glow,,jie̍t-jie̍t âng-âng,jiet8-jiet8 ang5-ang5,熱熱 紅紅
glow,glowing coals,âng-húe-thòaⁿ,ang5-hue2-thuann3,紅火炭
