puj,puj_proofread,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
tshuàn bue̍h-tói,chẁn bûeh-tói,chẁn bûeh-tói,,,,,to lace up the sole of a stocking.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
"tshuàn khí lâi, tshuàn lo̍h khṳ̀","chẁn khí lâi, chẁn lô̤h khṳ̀","chẁn khí lâi, chẁn lô̤h khṳ̀",,,,,"pass the string upward and downward through eyelet holes, as in lacing a boot.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
tshuàn thong,chẁn thong,chẁn thong,,,,,to pass through an eyelet hole.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
tshuàn kùe hièⁿ pôiⁿ,chẁn kùe hìeⁿ pôiⁿ,chẁn kùe hìeⁿ pôiⁿ,,,,,pass it through to the other side.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
chiēⁿ ẽ m̄ tshuàn,cīeⁿ ĕ m̄ chẁn,cīeⁿ ĕ m̄ chẁn,,,,,the foregoing and the following are not intimately connected.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
tshuàn ha̍h,chẁn hâh,chẁn hâh,,,,,banded together.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
i nõ nâng tshuàn-tâng kâi,i nŏ̤ nâng chẁn-tâng kâi,i nŏ̤ nâng chẁn-tâng kâi,,,,,the two are leagued together.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
àm-chẽⁿ tshuàn-tâng,àm-cĕⁿ chẁn-tâng,àm-cĕⁿ chẁn-tâng,,,,,secretly leagued.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
tshuàn mông,chẁn mông,chẁn mông,,,,,a concerted plan.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
sĩm kùe phah-tshuàn kâi,sĭm kùe phah-chẁn kâi,sĭm kùe phah-chẁn kâi,,,,,far surpassing what could have been done by agreement.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
tshuàn,chẁn,chẁn,,,篡,,To seize upon.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
tshuàn ūi,chẁn ūi,chẁn ūi,,,,,seize the throne.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
tshuàn chhì,chẁn chì,chẁn chì,,,,,murder the ruler.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
tshuàn i kâi kok,chẁn i kâi kok,chẁn i kâi kok,,,,,seized his kingdom.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
i sĩ khṳt i tshuàn khṳ̀,i sĭ khṳt i chẁn khṳ̀,i sĭ khṳt i chẁn khṳ̀,,,,,it was seized and taken away by him.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
tshuàn,chẁn,chẁn,,,爨,,A mess of food; to mess separately.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
íⁿ-keng kak kak hun tshuàn liáu,íⁿ-keng kak kak hun chẁn lío,íⁿ-keng kak kak hun chẁn lío,,,,,each of them has his own separate table.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
"lêng kṳ, lêng tshuàn","lêng kṳ, lêng chẁn","lêng kṳ, lêng chẁn",,,,,they are separately domiciled.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
tshuân,chŵn,chŵn,,,痊,,Convalescent.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
tshuân-zú,chŵn-jú,chŵn-jú,,,,,recovered from illness.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
ui kàu tshuân-zú,ui kàu chŵn-jú,ui kàu chŵn-jú,,,,,entirely cured.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
i pēⁿ tshuân-zú a būe?,i pēⁿ chŵn-jú a būe?,i pēⁿ chŵn-jú a būe?,,,,,Has he recovered yet?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
íⁿ-keng tshuân-zú liáu,íⁿ-keng chŵn-jú lío,íⁿ-keng chŵn-jú lío,,,,,he is already convalescent.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
būe tshuân-zú,būe chŵn-jú,būe chŵn-jú,,,,,not yet well.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,141
tshuân,chŵn,chŵn,,,銓,,To select according to merit and capacity; to value aright.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tshuân-suàn,chŵn-sẁn,chŵn-sẁn,,,,,"to estimate the quality, and select accordingly; to choose properly.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
kui põu tshuân-suàn,kui pŏ chŵn-sẁn,kui pŏ chŵn-sẁn,,,,,"returned to the Board for re-appointment, as certain officers are at the close of a term of office.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tshuân,chŵn,chŵn,,,全,,Completely; altogether; entire.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
uân-tshuân,ŵn-chŵn,ŵn-chŵn,,,,,complete.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
"tshuân tì, tshuân lêng","chŵn tì, chŵn lêng","chŵn tì, chŵn lêng",,,,,almighty and omnipotent.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tshuân ke hok lo̍k,chŵn ke hok lôk,chŵn ke hok lôk,,,,,the whole family prospered.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
pù kùi sang tshuân,pù kùi sang chŵn,pù kùi sang chŵn,,,,,both rich and noble.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tshuân hù chèng sîn,chŵn hù cèng sîn,chŵn hù cèng sîn,,,,,undivided energies.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
lṳ́ tsò-nî tshuân-tshuân m̄ thiaⁿ uá?,lṳ́ cò̤-nî chŵn-chŵn m̄ thiaⁿ úa?,lṳ́ cò̤-nî chŵn-chŵn m̄ thiaⁿ úa?,,,,,Why do you wholly disregard my wishes?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
uá lâi ku-ā hûe tshuân m̄ pat thóiⁿ-kìⁿ lṳ́,úa lâi ku-ā hûe chŵn m̄ pat thóiⁿ-kìⁿ lṳ́,úa lâi ku-ā hûe chŵn m̄ pat thóiⁿ-kìⁿ lṳ́,,,,,I came many times and never saw you at all.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
chiá sî tshuân bõi chia̍h,cía sî chŵn bŏi cîah,cía sî chŵn bŏi cîah,,,,,I cannot eat at all at this time.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
i tshuân àiⁿ,i chŵn àiⁿ,i chŵn àiⁿ,,,,,he altogether desires it.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
uân-tshuân chí kiãⁿ sṳ̄,ŵn-chŵn cí kĭaⁿ sṳ̄,ŵn-chŵn cí kĭaⁿ sṳ̄,,,,,finish up this business.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tshuân khie̍h khṳ̀,chŵn khîeh khṳ̀,chŵn khîeh khṳ̀,,,,,take it away altogether.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
hok bô sang tshuân,hok bô̤ sang chŵn,hok bô̤ sang chŵn,,,,,bliss is never twice complete.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
bûn bú tshuân tsai,bûn bú chŵn cai,bûn bú chŵn cai,,,,,he understands both military and civil affairs.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
"chiēⁿ-sî tshuân bô hõu, zua̍h tsãi","cīeⁿ-sî chŵn bô̤ hŏ, jûah căi","cīeⁿ-sî chŵn bô̤ hŏ, jûah căi",,,,,there has been no rain lately and it is very hot.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
chí pńg tsṳ uá thóiⁿ m̄ tshuân,cí pńg cṳ úa thóiⁿ m̄ chŵn,cí pńg cṳ úa thóiⁿ m̄ chŵn,,,,,I have not yet read this book through.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tshuân hù hok-sek,chŵn hù hok-sek,chŵn hù hok-sek,,,,,a complete suit of clothes.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tshuân sin phi kùa,chŵn sin phi kùa,chŵn sin phi kùa,,,,,completely accoutered.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tshuân thàu,chŵn thàu,chŵn thàu,,,,,a complete equipment.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tshuân tṳ tshuân iêⁿ,chŵn tṳ chŵn îeⁿ,chŵn tṳ chŵn îeⁿ,,,,,whole hogs and sheep.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
i tshuân m̄ hiáu sṳ̄,i chŵn m̄ hío sṳ̄,i chŵn m̄ hío sṳ̄,,,,,he does not understand the matter at all.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tshuân chiãng lṳ́ lãu nâng ke,chŵn cĭang lṳ́ lău nâng ke,chŵn cĭang lṳ́ lău nâng ke,,,,,it depends wholly upon your venerable self.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
khà tshuân théng,khà chŵn théng,khà chŵn théng,,,,,rouse the whole school of fish by striking the water.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
chí tsuang kuaⁿ-si phah tshuân théng,cí cuang kuaⁿ-si phah chŵn théng,cí cuang kuaⁿ-si phah chŵn théng,,,,,this lawsuit has beaten the whole posse of them.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
lṳ́ tshuân m̄ pat hó khiap,lṳ́ chŵn m̄ pat hó̤ khiap,lṳ́ chŵn m̄ pat hó̤ khiap,,,,,you are wholly ignorant of what is best or what is worst.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
lṳ́ kâi uē tàⁿ lâi tshuân bõi tshò,lṳ́ kâi ūe tàⁿ lâi chŵn bŏi chò̤,lṳ́ kâi ūe tàⁿ lâi chŵn bŏi chò̤,,,,,what you said was faultless.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
pái tshuân chip-sṳ̄,pái chŵn cip-sṳ̄,pái chŵn cip-sṳ̄,,,,,bring out all the emblems off office.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
buān tshuân,bw̄n chŵn,bw̄n chŵn,,,,,not the least.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
lṳ́ tshuân bô sim khṳ̀ lí,lṳ́ chŵn bô̤ sim khṳ̀ lí,lṳ́ chŵn bô̤ sim khṳ̀ lí,,,,,you have no mind to do it.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tshuân,chŵn,chŵn,,,傅,,To order; to transmit orders.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tshuân i lâi kìⁿ,chŵn i lâi kìⁿ,chŵn i lâi kìⁿ,,,,,order him to appear.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tshuân hō láu-chiàng kiau bûn pôiⁿ kâi hō-pâng che̍k iēⁿ,chŵn hō̤ láu-cìang kio bûn pôiⁿ kâi hō̤-pâng cêk īeⁿ,chŵn hō̤ láu-cìang kio bûn pôiⁿ kâi hō̤-pâng cêk īeⁿ,,,,,"ushers are the same, whether in military or in civil service.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
é,é,é,,,啞,,Dumb.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
é nâng hàuⁿ tàⁿ uē,é nâng hàuⁿ tàⁿ ūe,é nâng hàuⁿ tàⁿ ūe,,,,,the dumb are loquacious.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
"ui lâng, ui é, ui chheⁿ-mêⁿ","ui lâng, ui é, ui cheⁿ-mêⁿ","ui lâng, ui é, ui cheⁿ-mêⁿ",,,,,"to so cure the patient that he is deaf, dumb, and blind.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ãu sì tie̍h é,ău sì tîeh é,ău sì tîeh é,,,,,"you will be dumb in the next world, (said in scolding a great talker).",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
i é sîn é kúi,i é sîn é kúi,i é sîn é kúi,,,,,he is a dumb fellow.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ,ĕ,ĕ,,,涉,,To wade.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ kùe khoi,ĕ kùe khoi,ĕ kùe khoi,,,,,wade across a stream.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
"tìn-tang kò chhim, khióng-ùi ẽ m̄ kùe","tìn-tang kò̤ chim, khíong-ùi ĕ m̄ kùe","tìn-tang kò̤ chim, khíong-ùi ĕ m̄ kùe",,,,,"it is deep in the middle, and I fear we cannot wade across.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ pīn sim-kuaⁿ-thâu,ĕ pīn sim-kuaⁿ-thâu,ĕ pīn sim-kuaⁿ-thâu,,,,,wade in up to the chest.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
kha màiⁿ ẽ tsúi,kha màiⁿ ĕ cúi,kha màiⁿ ĕ cúi,,,,,do not step in that puddle.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
put-phû khòu-kha chiàⁿ hó ẽ,put-phû khò-kha cìaⁿ hó̤ ĕ,put-phû khò-kha cìaⁿ hó̤ ĕ,,,,,"lift the bottoms of your trowsers, then you can wade.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ,ĕ,ĕ,,,下,,The next; below; under.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ tshṳ̀,ĕ chṳ̀,ĕ chṳ̀,,,,,the next time.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ nî,ĕ nî,ĕ nî,,,,,the coming year.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ ji̍t,ĕ jît,ĕ jît,,,,,some other day soon.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
táng kàu ẽ kâi gue̍h,táng kàu ĕ kâi gûeh,táng kàu ĕ kâi gûeh,,,,,wait until next month.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ tsūa chiàⁿ khie̍h lâi,ĕ cūa cìaⁿ khîeh lâi,ĕ cūa cìaⁿ khîeh lâi,,,,,he will bring it the next time.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ hãng tie̍h chièⁿ-seⁿ tsò,ĕ hăng tîeh cìeⁿ-seⁿ cò̤,ĕ hăng tîeh cìeⁿ-seⁿ cò̤,,,,,next time you must do thus.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ tshut tsò-nî tsò?,ĕ chut cò̤-nî cò̤?,ĕ chut cò̤-nî cò̤?,,,,,What is to be done next?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ pái i m̄ káⁿ,ĕ pái i m̄ káⁿ,ĕ pái i m̄ káⁿ,,,,,another time he will not do so.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
"ẽ hûe, m̄ hó","ĕ hûe, m̄ hó̤","ĕ hûe, m̄ hó̤",,,,,do not do so again.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ sî,ĕ sî,ĕ sî,,,,,"another time, hereafter.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
chiēⁿ ẽ sî tsū m̄ sie tâng,cīeⁿ ĕ sî cū m̄ sie tâng,cīeⁿ ĕ sî cū m̄ sie tâng,,,,,they were not the same the last time as they were the first time.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ sî tie̍h tsai thóiⁿ,ĕ sî tîeh cai thóiⁿ,ĕ sî tîeh cai thóiⁿ,,,,,another time you must look out.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
chhiú ẽ kâi nâng,chíu ĕ kâi nâng,chíu ĕ kâi nâng,,,,,subordinates.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tì ẽ nâng,tì ĕ nâng,tì ĕ nâng,,,,,those under your control.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
kha chhiú chhek ẽ kâi nâng,kha chíu chek ĕ kâi nâng,kha chíu chek ĕ kâi nâng,,,,,dependents.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ma̍k ẽ kâi kéng-khuàng hó mē?,mâk ĕ kâi kéng-khùang hó̤ mē?,mâk ĕ kâi kéng-khùang hó̤ mē?,,,,,Is the immediate prospect good?,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
thong thiⁿ ẽ kâi nâng,thong thiⁿ ĕ kâi nâng,thong thiⁿ ĕ kâi nâng,,,,,all people under heaven.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
lo̍h lâu ẽ,lô̤h lâu ĕ,lô̤h lâu ĕ,,,,,gone down stairs.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
pàng tõ tshn̂g ẽ,pàng tŏ̤ chn̂g ĕ,pàng tŏ̤ chn̂g ĕ,,,,,put it under the table.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
teh tõ chí tsṳ-chheh ẽ,teh tŏ̤ cí cṳ-cheh ĕ,teh tŏ̤ cí cṳ-cheh ĕ,,,,,put it under this book.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
khǹg tõ tû ẽ,khǹg tŏ̤ tû ĕ,khǹg tŏ̤ tû ĕ,,,,,hidden under the cupboard.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ chhiú kang,ĕ chíu kang,ĕ chíu kang,,,,,the work of an apprentice.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
chiēⁿ chhiú chiap ẽ chhiú,cīeⁿ chíu ciap ĕ chíu,cīeⁿ chíu ciap ĕ chíu,,,,,there is no interim between the predecessor and successor.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
"chiēⁿ chhiú sĩ i tó tiū, ẽ chhiú sĩ uá tó tiū","cīeⁿ chíu sĭ i tó̤ tīu, ĕ chíu sĭ úa tó̤ tīu","cīeⁿ chíu sĭ i tó̤ tīu, ĕ chíu sĭ úa tó̤ tīu",,,,,"first he lived there, and then I did.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ põu,ĕ pŏ,ĕ pŏ,,,,,the lower or latter portion.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ẽ-hâi,ĕ-hâi,ĕ-hâi,,,,,the chin.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
ãm ẽ,ăm ĕ,ăm ĕ,,,,,"the neck, below the chin.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
kha ẽ,kha ĕ,kha ĕ,,,,,under foot.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
kha-ma̍k ẽ,kha-mâk ĕ,kha-mâk ĕ,,,,,the side of the foot below the ankle bone.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
koh-tháng-ẽ,ko̤h-tháng-ĕ,ko̤h-tháng-ĕ,,,,,the armpit.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
kha-thâu-u ẽ,kha-thâu-u ĕ,kha-thâu-u ĕ,,,,,the kneepan.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tóu-tsâi ẽ,tó-câi ĕ,tó-câi ĕ,,,,,the abdomen.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
hia̍p ẽ,hîap ĕ,hîap ĕ,,,,,"the side, below the armpit.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
chiēⁿ pńg tha̍k uân chiàⁿ tha̍k ẽ pńg,cīeⁿ pńg thâk ŵn cìaⁿ thâk ĕ pńg,cīeⁿ pńg thâk ŵn cìaⁿ thâk ĕ pńg,,,,,"read the preceding volumes, then the succeeding.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
chiēⁿ-kùa tsò kàu ẽ-kùa,cīeⁿ-kùa cò̤ kàu ĕ-kùa,cīeⁿ-kùa cò̤ kàu ĕ-kùa,,,,,worked from forenoon till afternoon.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
chiēⁿ tǹg lâu ẽ tǹg,cīeⁿ tǹg lâu ĕ tǹg,cīeⁿ tǹg lâu ĕ tǹg,,,,,save the preceding meal for the succeeding one.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
"chiē ūi, ẽ ūi","cīe ūi, ĕ ūi","cīe ūi, ĕ ūi",,,,,higher and lower positions.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
koh ẽ,ko̤h ĕ,ko̤h ĕ,,,,,Your Excellency.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
"chiēⁿ chhiú pôiⁿ, ẽ chhiú pôiⁿ","cīeⁿ chíu pôiⁿ, ĕ chíu pôiⁿ","cīeⁿ chíu pôiⁿ, ĕ chíu pôiⁿ",,,,,up and down in a landscape.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
tõ hṳ́ ẽ sì,tŏ̤ hṳ́ ĕ sì,tŏ̤ hṳ́ ĕ sì,,,,,down there on the lower level.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
"huang ẽ pôiⁿ, huang ẽ pôiⁿ","huang ĕ pôiⁿ, huang ĕ pôiⁿ","huang ĕ pôiⁿ, huang ĕ pôiⁿ",,,,,to windward and to leeward.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,142
"chiēⁿ lâu pôiⁿ, ẽ lâu pôiⁿ","cīeⁿ lâu pôiⁿ, ĕ lâu pôiⁿ","cīeⁿ lâu pôiⁿ, ĕ lâu pôiⁿ",,,,,"the side from which the tide comes in, and the opposite side.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
tõ chhiū ẽ la-liâng,tŏ̤ chīu ĕ la-lîang,tŏ̤ chīu ĕ la-lîang,,,,,"under a tree, enjoying the coolness.",,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
tsûn tùi kiê ẽ keng-kùe,cûn tùi kîe ĕ keng-kùe,cûn tùi kîe ĕ keng-kùe,,,,,the boat passed under the bridge.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
tsōi nâng tshut i kâi mn̂g ẽ,cōi nâng chut i kâi mn̂g ĕ,cōi nâng chut i kâi mn̂g ĕ,,,,,many have been under his instruction.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
"chiēⁿ hieⁿ, ẽ hiēⁿ","cīeⁿ hieⁿ, ĕ hīeⁿ","cīeⁿ hieⁿ, ĕ hīeⁿ",,,,,the upper and lower villages.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
"chiē în, ẽ în","cīe în, ĕ în","cīe în, ĕ în",,,,,the upper and lower tiers.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
ẽ che̍k tsâng,ĕ cêk câng,ĕ cêk câng,,,,,the lowest shelf.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
ẽ tsâng tsṳ,ĕ câng cṳ,ĕ câng cṳ,,,,,the next session.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
tshah tõ i sit ẽ,chah tŏ̤ i sit ĕ,chah tŏ̤ i sit ĕ,,,,,carried under his wing.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
"chiēⁿ khṳ̀, ẽ khṳ̀","cīeⁿ khṳ̀, ĕ khṳ̀","cīeⁿ khṳ̀, ĕ khṳ̀",,,,,the high and low departing tones.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
"chiē phêⁿ, ẽ phêⁿ","cīe phêⁿ, ĕ phêⁿ","cīe phêⁿ, ĕ phêⁿ",,,,,the upper and lower even tones.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
pua̍h tõ thóu ẽ,pûah tŏ̤ thó ĕ,pûah tŏ̤ thó ĕ,,,,,fell down upon the ground.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
pak ẽ,pak ĕ,pak ĕ,,,,,the belly.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
tsûn pak ẽ,cûn pak ĕ,cûn pak ĕ,,,,,under the boat.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
suaⁿ kha ẽ,suaⁿ kha ĕ,suaⁿ kha ĕ,,,,,at the base of the hill.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
ē,ē,ē,,,下,,A stroke; a time.,,,,007_A_Pronouncing_and_Defining_Dictionary_of_the_Swatow_Dialect,143
